,cycle_life,DeltaQ_logVar,DeltaQ_Min,DeltaQ_Skew,DeltaQ_Kurt,QD_Max-2,QD_2,slope_capacity_fade_2-100,intercept_capacity_fade_2-100,slope_capacity_fade_91-100,intercept_capacity_91-100,init_avg_charge_time,avg_T,min_IR,IR_100-2
b1c0,1852.0,-5.014861042960788,-0.008459642934268818,-0.5320584720505735,-1.3483118916844854,0.46836520000000004,1.0706892,-0.00020680701298702559,1.0911437324098123,3.5323636363640216e-05,1.0724246927272723,13.374893999999992,31.603747328822767,0.016443744,-7.520000000000096e-05
b1c1,2160.0,-5.013959617162855,-0.011003816596621974,-0.4293749031928047,-1.0291160019202557,0.009288300000000138,1.0753012,5.535292516996646e-06,1.0809645798796121,-4.1299999999954105e-05,1.0847669999999952,13.409150000000002,31.33031430692745,0.0,-4.199100000000164e-05
b1c2,2237.0,-4.7369997419805365,-0.017216391849644463,-1.0801942790076273,0.3486368188757716,0.008131200000000005,1.0799223,1.029562523190522e-05,1.0848461200828694,-4.41969696969067e-05,1.0893643206060537,13.358242333333328,31.47958411321121,0.0,-1.3807000000001096e-05
b1c3,1434.0,-4.442613359277012,-0.018960539773269502,-0.43905046294046807,-1.0954158488747705,0.006530099999999983,1.0797229,1.713634755720612e-05,1.0840750159715518,-3.684242424221018e-06,1.0851310951515127,12.025139666666673,29.942198807956427,0.0,3.858100000000281e-05
b1c4,1709.0,-4.647743660307859,-0.013957995093677344,-0.36254812672859005,-1.3338305761630276,0.005899899999999958,1.0784167,1.8994317872600686e-05,1.081874821101629,-2.9326666666601938e-05,1.0855383466666602,12.041850666666674,31.44888383416564,0.0,-5.331399999999875e-05
b1c5,1074.0,-4.178877963304522,-0.025178778949337288,-0.1493501482196471,-1.227526520149324,0.005943800000000055,1.0761266,1.1228400742106591e-05,1.0797547949964965,-2.322303030302217e-05,1.0820849993939383,10.967849666666668,30.92149771366389,0.015922785,-0.0001118670000000016
b1c6,636.0,-3.7688779002277237,-0.03788603931347978,-0.40793584962018636,-1.2380700944581655,0.006303200000000064,1.0758358,-4.808646876931291e-06,1.081157025839208,-6.222545454541302e-05,1.0854849109090863,10.07647899999999,32.27384521945563,0.0,-0.0003333460000000017
b1c7,870.0,-3.8134860773269867,-0.03823338650707442,-0.3334166199580946,-1.120535904128327,0.004104200000000002,1.0938644,-6.428188002471834e-06,1.0972542699113579,-4.056606060604499e-05,1.099840618787877,10.02508166666667,31.990084509217034,0.0,-3.842100000000029e-05
b1c9,1054.0,-4.059383677769545,-0.028724475696229934,-0.4275910282835675,-1.1821708568020548,0.005975700000000028,1.0829742,1.8204385899803856e-05,1.0867714248039582,-1.3036969696956e-05,1.088946320606059,11.207955999999994,32.64153361126789,0.016611163,-3.366599999999817e-05
b1c11,788.0,-4.146896530502188,-0.023691513033622602,-0.5948478865400659,-1.205555466507367,0.009460400000000035,1.0537786,2.180940259740553e-05,1.0589716063261183,-1.1643030302975241e-05,1.0611175193939337,11.668875999999987,32.75932260623101,0.0,-0.0003035779999999988
b1c14,880.0,-4.046069839990279,-0.0282939556930506,-0.28245263733712345,-1.3132871189250308,0.006877699999999987,1.0709661,2.6234124922696702e-05,1.0747649768006595,-1.9479999999952353e-05,1.0781431199999951,10.764334,33.07746279993842,0.016649306,-6.811500000000054e-05
b1c15,719.0,-4.017949103167607,-0.02894455469678503,-0.4819985506782299,-1.250455985410066,0.008215100000000142,1.0611236,2.904936054421132e-05,1.066175368470831,-2.4367272727256417e-05,1.0701701345454528,10.797705666666673,33.147720104395674,0.016542939,-0.0002532960000000001
b1c16,862.0,-4.099413675443745,-0.027606674842371115,-0.12294982972227239,-1.228098401990385,0.007425499999999863,1.0811664,2.3160274582555588e-05,1.0852883825619455,-3.059757575753082e-05,1.0893639884848438,10.11310766666668,32.41716254671688,0.0,-1.4819000000002719e-05
b1c17,857.0,-3.970159451162403,-0.031067967108938555,-0.25598794617561316,-1.2907022981003802,0.007173799999999897,1.072052,1.7886231292529564e-05,1.0761940385677176,-1.2675757575731358e-05,1.078266404848482,10.146880666666664,32.088753858534446,0.016238289,2.2162999999998656e-05
b1c18,691.0,-3.650080545153841,-0.04413321540827286,-0.05207889132502616,-1.346528286080605,1.8179140000000003,1.0661705,-0.0002945415905998685,1.101465003948876,-0.00010586606060609139,1.074975858787882,9.958173666666676,31.831057275618022,0.015845969,-0.003994543
b1c19,788.0,-3.6199068274368353,-0.04589269342650848,-0.2734236630130664,-1.2754147788119155,0.004190699999999881,1.0851147,-1.035584539268851e-05,1.0888966198321983,-3.325272727268405e-05,1.0903139454545412,9.924738333333329,33.044085397077396,0.016205151,-6.60869999999994e-05
b1c20,534.0,-3.367237410245857,-0.06358042689660326,0.24167276572580954,-1.0727210228955253,0.003094200000000047,1.07263,-0.00013977618181819156,1.0769696711313128,-0.00023311272727271362,1.084587725454544,9.021115000000016,32.15292201754506,0.0,-0.000580528000000002
b1c21,559.0,-3.3503380515995875,-0.06472026276575493,-0.09016665223320511,-1.1430823300485558,0.0034874000000000294,1.0824388,-8.178444155843218e-05,1.0863975044992775,-0.00015905272727271313,1.0926492854545438,8.964706333333336,33.13697371135653,0.0,-0.0002038070000000003
b1c23,1014.0,-4.0407936433278895,-0.029953516931757296,-0.14317440365637843,-1.2306058551197139,0.004492999999999858,1.0792934,-6.950910327761916e-06,1.0828155540024735,-2.0429696969639507e-05,1.0837394460605998,11.447006333333357,31.99077454717494,0.016472535,-9.143999999999125e-06
b1c24,1017.0,-3.938662523656534,-0.03184213409789827,-0.33886310774417266,-1.2741881895082756,0.004539499999999919,1.0745355,2.0242585034006836e-06,1.077929949685013,-7.403393939389908e-05,1.0845231212121171,12.147216,33.378063951824195,0.016390581,-4.86200000000131e-06
b1c25,854.0,-4.027888820540259,-0.02944117289056547,-0.35793477555398945,-1.2413942729375074,0.004678599999999866,1.0752345,5.129313543737864e-07,1.0788217283797144,-3.2210303030256044e-05,1.0812880539393892,12.130126666666674,33.848557073949294,0.016397864,-1.1263999999996943e-05
b1c26,870.0,-3.7952199967853435,-0.03835445363245393,-0.11706816411704128,-1.2766699504628691,0.003894800000000087,1.0876514,-1.5210461348173218e-05,1.0913500214075444,-9.834424242422031e-05,1.0986254751515128,10.764819666666668,33.15641406115227,0.016129743,1.2887999999999095e-05
b1c27,842.0,-3.8537032000559392,-0.03583211964634625,-0.2895185222964574,-1.2368251713034262,0.003953399999999885,1.0790461,-1.0758799010516573e-05,1.0825847381434757,-1.3313333333312718e-05,1.082296433333331,10.796985333333323,33.89497000372245,0.015953196,3.187999999999802e-05
b1c28,860.0,-3.844711807496199,-0.03721348031974192,-0.14263301031252343,-1.2384823669741583,0.003846999999999934,1.0777475,-7.726680272096697e-06,1.081089689986806,-3.4805454545449595e-05,1.0831756309090899,11.129907333333346,33.773800525042,0.016467512,6.377100000000066e-05
b1c29,917.0,-3.8382817049630766,-0.036868449881918286,-0.13762996295439459,-1.2785185818791822,0.004349200000000053,1.0794537,-5.212719851576873e-06,1.0830486699245518,-3.72642424241921e-05,1.0855591551515096,11.179535333333334,32.70415601771739,0.016308507,1.7818000000002776e-05
b1c30,709.0,-3.744699217898308,-0.04081538502439652,-0.28519142358197425,-1.2269916421555163,0.003954500000000083,1.0798637,-1.63682189239311e-05,1.0836584963368376,-3.745818181813267e-05,1.0851528363636311,10.130179666666669,33.54008830692456,0.015838005,5.842799999999926e-05
b1c31,876.0,-3.777732624088043,-0.03947820648424727,-0.11073292820710413,-1.2421226847427715,0.003694199999999981,1.0946392,-2.6201082251088768e-05,1.0984046602453104,-4.08012121212087e-05,1.0994466157575753,10.11367266666668,30.375396745150564,0.016684072,1.0658000000000195e-05
b1c32,731.0,-3.6464634970703615,-0.04556628526257467,-0.15565603118726665,-1.2794467204381477,0.003820099999999993,1.0778366,-1.2776272108856322e-05,1.0813230393725,-3.835454545451343e-05,1.083227069090906,10.096438,33.08050304573434,0.015933495,5.134400000000178e-05
b1c33,757.0,-3.6670575975866413,-0.044901781211682756,0.0648321072722398,-1.2327428086034982,0.004335399999999989,1.0924908,-2.1812165739019386e-05,1.096604066917336,-4.613878787875024e-05,1.09837556424242,10.146428666666663,33.67169761442224,0.016214989,-1.720699999999825e-05
b1c34,742.0,-3.848616157008837,-0.037218141748807665,-0.15090116468663067,-1.179900135451435,0.004865000000000119,1.0766174,-3.129647495379356e-07,1.0800859500911149,-3.0090909090887494e-05,1.0824499818181796,11.06793699999998,32.66455167507311,0.016567618,-2.8376000000000096e-05
b1c35,703.0,-3.7726058155960294,-0.039152034335048436,-0.09448727078656764,-1.2999242276573166,0.00507919999999995,1.0707464,3.1953209647344842e-06,1.0743447123681718,-2.630666666661144e-05,1.076614706666661,11.05119499999999,32.09733437854189,0.016647711,3.243499999999733e-05
b1c36,704.0,-3.6695013425959444,-0.044621405961221994,-0.024120388445710256,-1.2877295595088152,0.004527799999999971,1.0778315,-7.183043908481873e-06,1.0816428948352919,-4.102181818178152e-05,1.08432308363636,11.524843333333349,32.04688205693082,0.016229769,8.785199999999938e-05
b1c37,648.0,-3.673938893314921,-0.044544784957630146,-0.23647587048054397,-1.2637732127261774,0.004472400000000043,1.0748194,-9.680958565242814e-06,1.0785237713110694,-4.378787878785119e-05,1.0811773424242392,11.57439200000002,32.95969887229894,0.016318144,6.718000000000002e-05
b1c38,617.0,-3.4330481735466756,-0.05641559694699583,-0.06381042216810003,-1.3483479281632569,0.003646500000000108,1.0729513,-9.437124304264274e-06,1.076282799400123,-7.160606060609689e-06,1.0756644878787882,10.243066666666685,33.69474656343401,0.016066672,8.89640000000004e-05
b1c39,625.0,-3.5045337204530713,-0.053143954091811496,-0.152502333206465,-1.277189897493371,0.004689399999999955,1.0817773,-3.2944774273294835e-06,1.0858270173386924,-2.5559393939355322e-05,1.087359352121208,10.258443000000007,33.50643317156701,0.016519627,9.157099999999863e-05
b1c40,966.0,-4.0552127051547355,-0.02909570881628587,-0.24850466403431104,-1.2414941194014202,0.004503299999999877,1.0833029,-8.204863327159382e-06,1.0873484258074626,-4.2146060606036065e-05,1.089952278787876,12.071222666666685,33.45968416375564,0.016480761,6.656899999999896e-05
b1c41,1051.0,-4.071513969179501,-0.02850629135902205,-0.23135631340210783,-1.2429492659603925,0.0049074999999998425,1.0789614,-1.3855287570561596e-07,1.0828938530653471,-3.188727272728223e-05,1.085361974545455,12.087368000000005,33.07332253245542,0.016552322,-9.889999999998511e-07
b1c42,702.0,-3.6658557852690015,-0.04470964572873015,-0.10769408431100083,-1.3162418798566866,0.004959500000000006,1.0798725,2.113598021026299e-06,1.0837813903393112,-3.2625454545436955e-05,1.086507070909089,11.171093666666682,33.58506724391689,0.016511114,0.00010331400000000018
b1c43,651.0,-3.667779071634814,-0.044605890152637384,-0.23725353594012447,-1.3026127286464535,0.003432099999999938,1.0682389,-2.401481014224909e-05,1.0717469502667492,-3.969454545455189e-05,1.0728037690909094,11.170874333333334,33.339782658681436,0.015904058,0.00012785400000000016
b1c44,616.0,-3.42070000480644,-0.05879707165403769,0.13907984932279427,-1.2892846015980648,0.0035623999999998546,1.0847682,-3.3615460729744066e-05,1.0885564602143891,-5.139272727272215e-05,1.0898540654545448,10.271104333333334,32.55333216968653,0.017142953,0.00015277100000000293
b1c45,599.0,-3.425292235698853,-0.059403509916114317,0.11519776583282074,-1.280392401163963,0.004482499999999945,1.0839558,-1.2920053184909847e-05,1.0878183732174806,-3.89696969696861e-05,1.089747546060605,10.254465333333325,33.0005473910965,0.016382927,0.00015038399999999993
b2c0,300.0,-2.745713141665477,-0.135422471569059,0.48886246237697145,-0.8824477502085513,0.0035296000000000216,1.0700541,-0.00035473076190477857,1.0788386304733046,-0.0006967945454545202,1.1087324690909066,10.244164666666716,30.048713446074856,0.016423751,-0.0002129899999999997
b2c1,148.0,-2.7269009268552273,-0.13802623729851882,0.9309968125740736,-0.5094314833198457,0.001545899999999989,1.0720705,-0.0010921046972170662,1.0844083274368579,-0.0014057492121211785,1.1092497957575722,10.327657333333335,32.4100534814678,0.016267318,-0.0008329789999999976
b2c2,438.0,-3.49325877973462,-0.05456393847056212,-0.17019880095204717,-1.2838328727657737,0.006428299999999831,1.0735391,-1.279140507111674e-05,1.0786796212545864,-5.644121212120986e-05,1.0816378557575754,10.07561500000001,32.74589101643199,0.017209327,-0.00023208199999999804
b2c3,335.0,-2.9295461799013296,-0.10074125831452208,0.4220609135432645,-1.0346303883299823,0.0020588999999999746,1.0668509,-0.00022737416821274982,1.0725205381344056,-0.00035532242424240795,1.0823446315151497,10.135262999999977,33.65516741903765,0.015852956,-0.0003338249999999994
b2c4,444.0,-3.352005048686579,-0.06400817182434693,0.16003399268822763,-1.1373703168595544,0.002749899999999972,1.0728973,-0.00010675010018554114,1.0773306450084517,-0.00018949333333327724,1.0841057933333276,10.124654999999958,32.9024450940803,0.015997788,-0.0008551600000000006
b2c5,480.0,-3.6026950184150652,-0.048099794600601986,-0.07932932924717329,-1.273671277597151,0.005005300000000101,1.0680153,-1.1376598639697722e-06,1.0720320358045774,-7.461333333330504e-05,1.0781541333333302,10.162866333333271,32.05251533041326,0.016727364,-0.0003085009999999992
b2c6,511.0,-3.2443895460665364,-0.07245715685808674,0.4352605158316442,-1.0128036644455973,0.003792100000000076,1.0687391,-0.0002143858466295678,1.0756582428245722,-0.00029069090909085313,1.081211721818176,10.194622666666692,32.77341800154968,0.015648872,-0.0010291889999999998
b2c10,561.0,-3.6263133993352747,-0.04832211175709711,0.1655272005478084,-1.0910356400913934,0.004889700000000108,1.0690521,-6.0013924551627114e-05,1.0745925687379914,-0.00016594303030300993,1.0834730193939373,10.114951000000001,33.40783701030165,0.017548179,-0.0005793579999999986
b2c11,477.0,-3.462718089422487,-0.05649096864671366,0.08801698348090896,-1.209469188099545,0.004223899999999947,1.0717047,-4.145734199134857e-05,1.0763249385829727,-0.00012593212121208536,1.0832088575757537,10.10707599999999,33.20898159528337,0.017036082,-0.0005227400000000007
b2c12,458.0,-3.3201098522133483,-0.06644566575490918,0.3516016325069566,-1.0841283580532208,0.41784319999999986,1.0712759,-0.0001480130797773645,1.0765019741393522,-0.0002437212121211772,1.084382515757572,10.172638666666657,33.60048951209876,0.016133603,-0.0009562770000000019
b2c13,483.0,-3.1848180062124536,-0.07693197566449916,-0.050698993637613814,-1.161868336628713,0.00293180000000004,1.080285,-0.00012120364131108045,1.085154312979592,-0.00018614909090904183,1.0902312581818128,10.230923666666637,33.36424175210755,0.016480118,-0.000497062999999999
b2c14,485.0,-3.4987518062973493,-0.05223081882113367,-0.11279803290007107,-1.3229641692094989,0.004814700000000061,1.0780684,-3.970303030308411e-06,1.0822715622222223,-4.309393939392793e-05,1.0852221012121197,10.114209000000022,32.86840487751302,0.016895344,-0.00013306699999999713
b2c17,494.0,-3.4289915980285874,-0.057819507347871224,-0.30070861425711404,-1.2581727076931584,0.011064600000000091,1.0656468,2.0565896103892536e-05,1.0735338261673883,-7.101999999995682e-05,1.0806241999999955,10.161191000000011,31.430277523225126,0.016974878,-0.0005044030000000005
b2c18,487.0,-3.52765465024867,-0.05543326744917498,0.09958102022815415,-1.011572371266192,0.0037713999999999803,1.063838,-8.156308843538673e-05,1.068283110439497,-0.00014164181818174086,1.0729195036363557,10.185974333333434,32.95677440505808,0.016697574,-0.00043553699999999973
b2c19,461.0,-3.3160048790440793,-0.06454090919506761,-0.03846874117541009,-1.2304444249470916,0.0016424999999999912,1.0480373,-0.00017850782312925473,1.051277032312925,-0.00017143212121207942,1.0499717575757532,10.333377000000038,32.44089419797574,0.01643493,-0.0010348690000000008
b2c20,502.0,-3.720936455795167,-0.04372112144896256,0.08476557539147372,-1.085962933736715,0.006389599999999884,1.0831043,-6.300379715535068e-06,1.0882770415877143,-8.797212121208502e-05,1.0949675775757535,10.147932999999998,32.652443174412284,0.017116761,-9.665400000000157e-05
b2c21,489.0,-3.526536349841589,-0.05879623245599591,0.12807503112581559,-1.1938588714828506,0.005136999999999947,1.0768799,-4.397544712431055e-05,1.0821369467932382,-0.00010907454545456383,1.0873762490909107,10.121576000000058,32.35872588704418,0.017165525,-0.00025887299999999974
b2c22,513.0,-3.55434686234817,-0.05060182742066244,-0.0534786809217161,-1.2687503444766817,0.005646800000000063,1.079723,-8.084566481145205e-06,1.0846159310723564,-8.592060606059612e-05,1.091102887878787,10.147471666666629,31.93073263477864,0.016888004,-0.00034553699999999993
b2c23,527.0,-3.5262591405911756,-0.0524021602869269,0.2676053781658962,-1.1686738898605398,0.0035600000000000076,1.0745209,-6.655335683364443e-05,1.0789011737237684,-0.0001257521212121093,1.083801217575756,10.250746999999972,32.25237066740248,0.01690297,-0.0008254600000000001
b2c24,495.0,-3.695801909027004,-0.04403731485993989,-0.14064400776525063,-1.1759479173545964,0.0054579000000001265,1.0679682,2.7728014842499135e-06,1.0719389194475357,-8.551999999999948e-05,1.0795089999999998,10.058892999999903,30.080366485164745,0.016777694,-0.000260558000000001
